Symbol,Shares,Trade Price,Trade Date,Shares Outstanding,Open Price,Close Price,Avg daily Volume,Side,Broker
VHC  ,531,4.7575,12/2/2014,53119412.15,4.74,4.78,386002,buy,PHB
VHT  ,778,128.83,12/2/2014,31732517.58,128.83,128.83,351908,buy,PHB
VIAB ,525835,74.369055,12/2/2014,358595564.5,74.03,74.74,3129565,buy,PHB
VIAS ,1814,15.62005,12/2/2014,20921380.5,15.645,15.75,6684,buy,PHB
VICL ,34900,1.091184,12/2/2014,90239153.5,1.07,1.12,618860,buy,PHB
VICR ,2500,12.665,12/2/2014,25883881.37,12.54,12.69,64291,buy,PHB
VIG  ,1592,81.419808,12/2/2014,257343311.9,81.04,81.57,681938,buy,PHB
VII  ,3864,1.749524,12/2/2014,7657402.449,1.72,1.92,897506,buy,PHB
VIP  ,200,5,12/2/2014,99,4.98,5.03,3276944,buy,PHB
VIPS ,85678,22.155888,12/2/2014,99,21.99,22.47,5182231,buy,PHB
VISN ,1000,9.888333,12/2/2014,99,9.73,9.92,21163,buy,PHB
VIV  ,125208,19.080706,12/2/2014,750359393.4,18.9,19.29,3331955,buy,PHB
VIVHY,748,25.448125,12/2/2014,1361218768,99,99,5379260,buy,PHB
VIVO ,88412,16.527046,12/2/2014,41602785.85,16.4,16.72,436514,buy,PHB
VJET ,7936,10.233965,12/2/2014,99,10.11,10.35,228546,buy,PHB
VKI  ,19914,11.462,12/2/2014,45225098.59,11.66,11.66,149546,buy,PHB
VLCCF,693,4.688333,12/2/2014,84379621.02,4.54,4.98,2176638,buy,PHB
VLEEY,2438,60.901374,12/2/2014,162493111.3,99,99,1168104,buy,PHB
VLGEA,18,24.0799,12/2/2014,9717192.347,23.85,23.85,12043,buy,PHB
VLKAY,2180,44.953182,12/2/2014,1492966871,99,99,458576,buy,PHB
VLKPY,7571,45.541832,12/2/2014,913997057.5,99,99,6459206,buy,PHB
VLO  ,498364,50.63123,12/2/2014,503342029.1,48.51,50.965,8537834,buy,PHB
VLOWY,289792,6.305031,12/2/2014,635651315.4,99,99,15351135,buy,PHB
VLRS ,56643,8.41405,12/2/2014,86036787.61,8.19,8.45,758071,buy,PHB
VLY  ,20629,9.6786,12/2/2014,229373879.6,9.63,9.73,1231341,buy,PHB
VMBS ,100,53.15,12/2/2014,12205591.16,53.15,53.15,260112,buy,PHB
VMC  ,164113,65.15203,12/2/2014,130406867.9,64.63,65.63,1226676,buy,PHB
VMEM ,41766,5.219269,12/2/2014,89785975.46,5.09,5.23,687236,buy,PHB
VMI  ,1936,134.071061,12/2/2014,24712949.51,133.17,135.34,232061,buy,PHB
VMO  ,100,12.58,12/2/2014,67071570.75,12.57,12.57,130797,buy,PHB
VMW  ,49084,85.251811,12/2/2014,133184537.1,84.39,86.84,1506609,buy,PHB
VNCE ,276373,30.184973,12/2/2014,44454973.15,28.8,32.19,4087573,buy,PHB
VNDA ,2200,12.996,12/2/2014,37869329.98,12.76,13.15,862681,buy,PHB
VNET ,57130,19.778052,12/2/2014,99,19.29,20.13,1687092,buy,PHB
VNO  ,343575,112.485069,12/2/2014,187107894.4,111.72,112.74,804814,buy,PHB
VNO.P,4,26.72,12/2/2014,9838940.868,26.72,26.72,21858,buy,PHB
VNOM ,4600,16.20582,12/2/2014,80213254.15,16.17,16.18,107867,buy,PHB
VNQ  ,63526,80.617728,12/2/2014,328137138,80.14,80.89,3641247,buy,PHB
VNR  ,300,20.993333,12/2/2014,82817605.08,20.9,21,1183731,buy,PHB
VNRAP,12000,22.8827,12/2/2014,2547985.596,22.8,22.8,17149,buy,PHB
VNTV ,60976,33.689983,12/2/2014,144701067.4,33.43,33.95,1174266,buy,PHB
VO   ,2209,123.887187,12/2/2014,77170147.16,123.51,124.09,309702,buy,PHB
VOD  ,106883,35.880224,12/2/2014,2639374773,35.76,36.04,14026417,buy,PHB
VOE  ,4882,89.7504,12/2/2014,36979513.85,89.7999,89.7999,148920,buy,PHB
VOLC ,55952,10.997789,12/2/2014,51478479.38,10.85,11.205,456907,buy,PHB
VOLVF,30156,82.8241,12/2/2014,200291581.7,99,99,              NULL,buy,PHB
VOLVY,31146,11.026454,12/2/2014,1628422266,99,99,8154600,buy,PHB
VOO  ,49042,189.473577,12/2/2014,139158975.5,188.91,190.06,1446793,buy,PHB
VOXX ,17389,7.818727,12/2/2014,21543789.85,7.53,8.37,129576,buy,PHB
VOYA ,107779,41.716767,12/2/2014,241010568.4,41.59,41.98,1754189,buy,PHB
VPFG ,460269,23.438593,12/2/2014,38934344.64,22.635,23.73,1009176,buy,PHB
VPL  ,35400,58.906748,12/2/2014,48351495.28,58.9301,58.9311,780427,buy,PHB
VR   ,195487,41.490532,12/2/2014,87040970.52,41.38,41.6,1062006,buy,PHB
VRA  ,3520,21.747417,12/2/2014,40769481.17,21.59,21.95,249544,buy,PHB
VRNG ,378,0.9049,12/2/2014,92670460.82,0.9,0.9,814273,buy,PHB
VRNS ,29504,22.452106,12/2/2014,24564569.93,22.16,22.72,128991,buy,PHB
VRNT ,70274,60.456159,12/2/2014,59160151.27,57.67,60.74,626840,buy,PHB
VRSK ,147586,62.573658,12/2/2014,164411070.8,62.15,62.73,795818,buy,PHB
VRSN ,310177,58.594369,12/2/2014,121462484.8,58.3,60,1202919,buy,PHB
VRTS ,20740,156.55209,12/2/2014,9728372.714,154.93,183.5,113132,buy,PHB
VRTU ,1448,40.12,12/2/2014,29254377.62,39.9,40.12,112741,buy,PHB
VRTV ,3559,49.37731,12/2/2014,15762460.28,48.71,50.11,51227,buy,PHB
VRTX ,513262,118.586221,12/2/2014,237005315.4,116.45,120.82,1167326,buy,PHB
VRX  ,40896,145.80903,12/2/2014,335674127.6,144.57,146.56,2061845,buy,PHB
VSAR ,12374,18.218611,12/2/2014,24273985.41,18.03,18.34,70936,buy,PHB
VSAT ,3184,65.944,12/2/2014,46727577.18,65.62,65.97,242810,buy,PHB
VSEC ,4800,54.891087,12/2/2014,5405570.511,53.3,57.06,31955,buy,PHB
VSH  ,33999,13.7204,12/2/2014,134433212.7,13.62,13.78,1190398,buy,PHB
VSI  ,10318,46.448642,12/2/2014,30924342.55,46.11,46.79,355905,buy,PHB
VSLR ,4400,8.440775,12/2/2014,112767141.9,8.045,8.7528,1838788,buy,PHB
VSR  ,200,3.07,12/2/2014,9506377.05,3.01,3.14,449936,buy,PHB
VSTM ,8714,9.251667,12/2/2014,25414697.08,9.2,9.37,179228,buy,PHB
VTG  ,705168,0.755667,12/2/2014,302656650.5,0.745,0.7652,2260742,buy,PHB
VTI  ,2363,106.203125,12/2/2014,472125248.7,105.96,106.45,2450866,buy,PHB
VTL  ,5280,20.850338,12/2/2014,23467862.38,20.42,20.94,88344,buy,PHB
VTNR ,2595,3.14,12/2/2014,25913155.84,3.13,3.19,647313,buy,PHB
VTR  ,264796,72.351278,12/2/2014,294592791.7,71.45,72.56,3390389,buy,PHB
VTSS ,200,3.23,12/2/2014,69167791.23,3.2,3.25,95910,buy,PHB
VVC  ,109146,44.620932,12/2/2014,81781711.69,44.2,44.85,425526,buy,PHB
VVI  ,259,25.345,12/2/2014,19939757.9,25.29,25.46,124757,buy,PHB
VVUS ,5451,3.177619,12/2/2014,103103852.8,3.16,3.2,1388714,buy,PHB
VWDRY,1560,12.56675,12/2/2014,651289020.1,99,99,9244937,buy,PHB
VWO  ,484008,41.474776,12/2/2014,1127823492,41.3751,41.56,10411550,buy,PHB
VWOB ,12,78.31,12/2/2014,3413295.096,78.2501,78.31,12485,buy,PHB
VWR  ,1827826,26.600663,12/2/2014,130467612,26.46,26.795,890279,buy,PHB
VXX  ,27904,27.419618,12/2/2014,39994215.02,26.93,28.36,31014340,buy,PHB
VXZ  ,33890,12.67,12/2/2014,5388729.282,12.67,12.67,410450,buy,PHB
VYM  ,400,69.805,12/2/2014,148460850.2,69.67,69.9,518656,buy,PHB
VZ   ,2391052,49.36556,12/2/2014,4205801388,49,50.73,18130890,buy,PHB
VZA  ,15,25.9001,12/2/2014,99,25.9001,25.9001,28313,buy,PHB
W    ,3881,22.69537,12/2/2014,12826659.3,22,22.97,803356,buy,PHB
WAB  ,50684,86.376413,12/2/2014,95178465.14,85.79,86.77,518238,buy,PHB
WABC ,1518,48.013966,12/2/2014,25556442.45,47.47,48.27,118838,buy,PHB
WAC  ,3231,17.808182,12/2/2014,38092310.08,17.51,18.4,390732,buy,PHB
WACLY,2,52.465,12/2/2014,28320470.77,99,99,66224,buy,PHB
WAFD ,19779,21.810307,12/2/2014,96381078.24,21.43,21.93,411705,buy,PHB
WAG  ,447293,67.310986,12/2/2014,952019676.1,66.46,68.21,5968686,buy,PHB
WAGE ,2433,57.638611,12/2/2014,34905652.37,57.1,58.12,206721,buy,PHB
WAIR ,302950,14.33888,12/2/2014,112867530.1,13.89,15.43,1430292,buy,PHB
WAL  ,41097,25.979122,12/2/2014,86798622.34,25.61,26.12,359951,buy,PHB
WARFY,384,14.16425,12/2/2014,1510256865,99,99,2815283,buy,PHB
WASH ,2080,36.68,12/2/2014,16342258.03,36.56,36.83,17821,buy,PHB
WAT  ,14712,116.41133,12/2/2014,82911316.29,115.75,117.22,341681,buy,PHB
WATT ,800,8.21,12/2/2014,10010158.34,8.21,8.21,107209,buy,PHB
WB   ,800,17.0475,12/2/2014,99,16.92,17.3,686585,buy,PHB
WBAI ,17200,21.300125,12/2/2014,99,21.12,23.96,940979,buy,PHB
WBC  ,13297,102.204937,12/2/2014,58826688.45,102.1201,102.47,330405,buy,PHB
WBK  ,27061,27.527932,12/2/2014,3091953649,27.5,27.65,6564219,buy,PHB
WBMD ,3830,36.749744,12/2/2014,37338312.02,36.68,36.84,544574,buy,PHB
WBS  ,4330,31.402689,12/2/2014,89148694.93,31.15,31.72,324367,buy,PHB
WCC  ,312844,77.218146,12/2/2014,45070135.21,76.74,82,1366639,buy,PHB
WCG  ,83382,74.172487,12/2/2014,43247787.47,73.02,74.69,347745,buy,PHB
WCIC ,306,18.725867,12/2/2014,25687515.48,18.59,18.85,109240,buy,PHB
WCN  ,410517,45.527867,12/2/2014,124444380.3,45.29,48.97,1493281,buy,PHB
WD   ,21590,16.016389,12/2/2014,33140093.54,15.9,16.085,175860,buy,PHB
WDAY ,163917,83.186825,12/2/2014,101093198.5,82.87,85.97,1747210,buy,PHB
WDC  ,100047,102.735858,12/2/2014,230995437.7,101.47,103.19,1286731,buy,PHB
WDFC ,2481,77.1792,12/2/2014,14304170.04,75.41,75.41,38918,buy,PHB
WDR  ,15695,47.151354,12/2/2014,84126848.26,46.78,47.69,781642,buy,PHB
WEC  ,58125,49.714833,12/2/2014,225353919.9,49.08,49.97,2273797,buy,PHB
WEICY,2328,15.64,12/2/2014,118141943.8,99,99,1218273,buy,PHB
WEIGY,8616,14.263443,12/2/2014,430190126.9,99,99,3431386,buy,PHB
WEN  ,3423,8.799035,12/2/2014,361989766.8,8.72,8.9,6124475,buy,PHB
WERN ,36754,30.644169,12/2/2014,71362012.11,30.4,30.79,449579,buy,PHB
WES  ,6821,69.2458,12/2/2014,124408669.4,69.02,70.26,525175,buy,PHB
WETF ,526442,15.556114,12/2/2014,109714020.5,13.09,15.68,2387338,buy,PHB
WEX  ,107337,102.556081,12/2/2014,38944123.86,101.7291,103.38,539104,buy,PHB
WEYS ,7,27.1,12/2/2014,10471761.62,27.3,27.3,11937,buy,PHB
WFC  ,1325677,54.222327,12/2/2014,5149325003,53.83,54.4,12847480,buy,PHB
WFC.P,32,29.06,12/2/2014,85837405.37,29.06,29.06,80617,buy,PHB
WFC.P,200,1227.3649,12/2/2014,3944189.703,99,99,6792,buy,PHB
WFC.P,38,25.5601,12/2/2014,69215691.64,25.5601,25.5601,1403708,buy,PHB
WFD  ,3382,7.2657,12/2/2014,19037923.39,7.32,7.32,24352,buy,PHB
WFGPY,17204,14.551153,12/2/2014,99,99,99,18257,buy,PHB
WFM  ,119645,48.420039,12/2/2014,361832272.3,48.26,49.06,2475131,buy,PHB
WFT  ,1069376,13.09185,12/2/2014,748939241.4,12.44,13.36,14792850,buy,PHB
WG   ,77718,4.259068,12/2/2014,51323101.17,4.2,6.38,550251,buy,PHB
WGL  ,25307,49.394167,12/2/2014,49396576.68,49.08,50.14,521660,buy,PHB
WGO  ,109917,26.02859,12/2/2014,26235158.57,25.79,26.3,625177,buy,PHB
WGP  ,82724,59.994205,12/2/2014,213935161.6,58.265,60.96,196061,buy,PHB
WHF  ,24,12.2,12/2/2014,15044405.74,12.2,12.2,27693,buy,PHB
WHG  ,100,58.91,12/2/2014,8324579.189,58.91,58.91,14486,buy,PHB
WHR  ,80108,184.524284,12/2/2014,78262722.58,183.74,185.8,655288,buy,PHB
WHZ  ,1400,8.098667,12/2/2014,17676528.85,8.07,8.21,536343,buy,PHB
WIBC ,400,9.5125,12/2/2014,76477473.76,9.43,9.57,198800,buy,PHB
WIFI ,63427,7.903914,12/2/2014,35976889.24,7.85,7.91,298946,buy,PHB
WILN ,4319,3.150536,12/2/2014,119802698.7,3.14,3.1768,427418,buy,PHB
WIMHY,12927,21.953712,12/2/2014,218033614.3,99,99,1515170,buy,PHB
WIN  ,238429,10.06032,12/2/2014,601567104.8,10,10.08,3515310,buy,PHB
WINA ,3171,79.930947,12/2/2014,5002979.292,80.51,80.51,21971,buy,PHB
WIRE ,3632,35.044,12/2/2014,20900954.06,35.03,35.03,78413,buy,PHB
WIT  ,300,12.916667,12/2/2014,1827381860,12.88,12.94,1315095,buy,PHB
WIX  ,5217,20.977315,12/2/2014,37242279.88,20.51,21.1102,139084,buy,PHB
WJRYY,525,47.606086,12/2/2014,196486215.3,99,99,903895,buy,PHB
WLB  ,2169,35.827174,12/2/2014,17019288.7,35.57,36.52,207549,buy,PHB
WLFC ,1085,21.6065,12/2/2014,8435836.438,21.83,21.83,9590,buy,PHB
WLH  ,33609,20.156849,12/2/2014,27999873.21,20.03,20.49,412066,buy,PHB
WLK  ,35071,62.49271,12/2/2014,134916359.5,62.22,63.07,1080519,buy,PHB
WLKP ,1550,29.740979,12/2/2014,13755101.16,29.59,29.8,88397,buy,PHB
WLL  ,1198061,39.269582,12/2/2014,121624568,38.82,39.96,7548162,buy,PHB
WLMIY,2076,24.392,12/2/2014,633543624.6,99,99,611491,buy,PHB
WLP  ,88668,128.041103,12/2/2014,269378319.5,125.6875,128.75,1123621,buy,PHB
WLT  ,1971798,2.471897,12/2/2014,86939405.97,1.87,2.75,13937450,buy,PHB
WLWHY,5719,7.005,12/2/2014,1028033495,99,99,1966256,buy,PHB
WM   ,503762,48.876758,12/2/2014,454306763.8,48.6,49.11,3721573,buy,PHB
WMAR ,1000,10.8725,12/2/2014,23569469.82,10.87,10.87,23702,buy,PHB
WMB  ,321971,50.86288,12/2/2014,736949005,49.64,51.64,8951273,buy,PHB
WMC  ,7392,15.638138,12/2/2014,41643203.27,15.61,15.71,788227,buy,PHB
WMGI ,10312,29.058868,12/2/2014,50759220.03,28.74,29.55,1019862,buy,PHB
WMIH ,8800,2.28,12/2/2014,162406881.6,99,99,404646,buy,PHB
WMK  ,22,45.596,12/2/2014,26711585.23,45.51,45.51,54252,buy,PHB
WMS  ,26283,21.46915,12/2/2014,57231233.14,21.43,21.96,913873,buy,PHB
WMT  ,735933,86.325168,12/2/2014,3219356071,85.9301,86.76,6755718,buy,PHB
WNC  ,8021,10.784773,12/2/2014,67290984.19,10.68,10.84,503967,buy,PHB
WNR  ,747047,42.170036,12/2/2014,94234133.13,40.47,42.81,3341596,buy,PHB
WNRL ,100,30.79,12/2/2014,23963214.68,30.79,30.79,48990,buy,PHB
WNS  ,9877,20.489763,12/2/2014,99,20.13,20.69,113931,buy,PHB
WOOF ,25532,47.445851,12/2/2014,82433443.85,46.42,47.74,469085,buy,PHB
WOPEF,20272,34.9208,12/2/2014,788352377.2,99,99,295,buy,PHB
WOPEY,46096,29.527181,12/2/2014,810341473.3,99,99,5499876,buy,PHB
WOR  ,100,37.51,12/2/2014,68295440.68,37.51,37.51,134798,buy,PHB
WOSYY,1325,5.745714,12/2/2014,2582319227,99,99,14728829,buy,PHB
WPC  ,289586,68.519813,12/2/2014,103909134.3,68.45,68.63,608717,buy,PHB
WPCS ,28507,0.505366,12/2/2014,13766919.84,0.49,0.5099,151372,buy,PHB
WPG  ,261934,17.015326,12/2/2014,155037526.5,16.89,17.13,1024231,buy,PHB
WPP  ,3334,9.888525,12/2/2014,49553723.59,9.84,9.91,117553,buy,PHB
WPPGY,12884,106.484528,12/2/2014,259923925,105.32,106.73,1739649,buy,PHB
WPRT ,9645,4.068973,12/2/2014,63671303.36,4.01,4.225,1791639,buy,PHB
WPT  ,4000,18.818,12/2/2014,17158621.53,18.8,18.8,16592,buy,PHB
WPX  ,655033,13.20474,12/2/2014,201936377.3,12.8,13.56,6027398,buy,PHB
WPZ  ,4113,50.7146,12/2/2014,431087193.5,50.98,51.08,1096813,buy,PHB
WR   ,343861,39.231031,12/2/2014,130213800.3,38.74,39.39,911848,buy,PHB
WRB  ,66353,52.313517,12/2/2014,125916662,51.98,52.44,489866,buy,PHB
WRB.P,5,24,12/2/2014,99,24,24,10506,buy,PHB
WRE  ,5344,27.267613,12/2/2014,65399712,26.7,27.45,384975,buy,PHB
WRES ,90156,1.914956,12/2/2014,80344377.49,1.835,2.06,2437605,buy,PHB
WRI  ,17485,35.30011,12/2/2014,123938175.9,34.72,35.415,2066312,buy,PHB
WRLD ,4815,75.8325,12/2/2014,9432054.299,75.49,76.3,147390,buy,PHB
WSBC ,300,33.123333,12/2/2014,28928294.25,32.87,32.87,37912,buy,PHB
WSBF ,840,12.385625,12/2/2014,33932059.48,12.4,12.4,51827,buy,PHB
WSFS ,42606,75.293137,12/2/2014,9259283.802,73.83,75.44,50685,buy,PHB
WSH  ,173129,42.690578,12/2/2014,175972932.7,42.46,42.82,523872,buy,PHB
WSM  ,11076,73.264172,12/2/2014,93850593.53,72.55,73.51,556759,buy,PHB
WSO  ,2869,102.086821,12/2/2014,29834454.01,101.16,102.86,161792,buy,PHB
WSO.B,5,103.308,12/2/2014,4798088.725,103.51,103.51,5,buy,PHB
WSR  ,200,14.8,12/2/2014,22723015.54,14.8089,14.82,85320,buy,PHB
WST  ,14013,52.831564,12/2/2014,69630773.13,51.97,53.08,162177,buy,PHB
WSTC ,1056,31.33,12/2/2014,83129153.53,31.07,31.33,422224,buy,PHB
WSTG ,1563,17.141575,12/2/2014,4864373.855,17.09,17.15,7335,buy,PHB
WTFC ,9446,44.350325,12/2/2014,46146108.85,44.22,44.55,190424,buy,PHB
WTI  ,14574,6.8689,12/2/2014,78451995.66,6.695,7.0901,2531934,buy,PHB
WTKWY,222,29.700129,12/2/2014,300297904.3,99,99,1570297,buy,PHB
WTM  ,83,633.878571,12/2/2014,5998974.085,632.3001,634.9999,6371,buy,PHB
WTR  ,46572,26.447235,12/2/2014,176188990.2,26.23,26.49,731089,buy,PHB
WTS  ,33522,61.290765,12/2/2014,29674283.12,60.26,63.08,153287,buy,PHB
WTW  ,7428,29.278624,12/2/2014,55221563.91,28.4,29.62,365294,buy,PHB
WU   ,719470,18.285082,12/2/2014,518878667.9,18.205,18.34,4989449,buy,PHB
WUBA ,409640,47.620341,12/2/2014,99,46.91,48.46,1192624,buy,PHB
WWAV ,545025,35.16826,12/2/2014,179608690.2,35.025,36.38,2524110,buy,PHB
WWD  ,124117,51.521106,12/2/2014,65090175.33,51.33,51.56,233922,buy,PHB
WWE  ,3490,11.575104,12/2/2014,31876103.19,11.18,11.62,720217,buy,PHB
WWNTY,264,65.58,12/2/2014,258421123.8,99,99,309265,buy,PHB
WWW  ,11866,30.312854,12/2/2014,101122278.6,30.125,30.43,441147,buy,PHB
WWWW ,2179,16.8175,12/2/2014,51103373,16.49,16.98,542922,buy,PHB
WX   ,6554,35.2669,12/2/2014,99,35.295,35.3,343371,buy,PHB
WY   ,65382,35.312737,12/2/2014,522050682.2,35.03,35.43,1589502,buy,PHB
WYGPY,20547,8.5846,12/2/2014,244515825.2,99,99,3128891,buy,PHB
WYN  ,21259,82.833492,12/2/2014,122707862.9,82.46,83.23,1189065,buy,PHB
WYNMY,1139,31.564348,12/2/2014,529548608.9,99,99,999320,buy,PHB
WYNN ,50221,174.461526,12/2/2014,101391558.9,170.57,175.53,1163632,buy,PHB
WYY  ,200,1.53,12/2/2014,81522000,1.52,1.52,186849,buy,PHB
X    ,460421,31.601582,12/2/2014,143492923.2,31.12,32.5,7267955,buy,PHB
XCO  ,249226,2.795212,12/2/2014,285544263.7,2.57,2.96,3989134,buy,PHB
XCRA ,75084,8.205253,12/2/2014,52761955.81,8.03,8.3101,308885,buy,PHB
XEC  ,110214,104.600914,12/2/2014,86555340.42,99.61,106.25,1980710,buy,PHB
XEL  ,130412,34.55882,12/2/2014,501456381.8,33.65,34.82,3751995,buy,PHB
XENE ,300,12.81,12/2/2014,12943934.43,12.5,12.5,46621,buy,PHB
XENT ,700,16.412857,12/2/2014,22904614.6,16.13,16.48,17240,buy,PHB
XHB  ,2700,33.19,12/2/2014,48248030.86,33.18,33.21,1249162,buy,PHB
XIDEQ,1000,0.071,12/2/2014,128639338,99,99,562118,buy,PHB
XIV  ,7734,37.955066,12/2/2014,23073691.62,37.54,38.79,8750296,buy,PHB
XL   ,275192,35.416573,12/2/2014,257715811.5,35.35,35.515,1828366,buy,PHB
XLB  ,75900,48.871786,12/2/2014,63206523.09,48.6,48.97,5923225,buy,PHB
XLE  ,346324,80.786227,12/2/2014,123278244,79.69,81.69,33217550,buy,PHB
XLF  ,19067,24.359277,12/2/2014,780782321.4,24.28,24.46,21698640,buy,PHB
XLI  ,17600,56.667261,12/2/2014,171103481.7,56.49,56.69,6611692,buy,PHB
XLK  ,27553,41.978235,12/2/2014,312366989.6,41.96,42.02,5630638,buy,PHB
XLNX ,418558,45.475708,12/2/2014,263380631.8,45.08,45.82,1774064,buy,PHB
XLP  ,27133,49.092773,12/2/2014,194862484.1,48.95,49.18,6130948,buy,PHB
XLRN ,10942,36.063468,12/2/2014,31275708.41,35.42,37.11,222331,buy,PHB
XLS  ,551966,17.62143,12/2/2014,185570046.5,17.48,17.72,737913,buy,PHB
XLU  ,16207,46.201496,12/2/2014,142212944.6,45.91,46.4397,13332870,buy,PHB
XLV  ,55112,69.988492,12/2/2014,179894648.7,69.69,70.225,7442586,buy,PHB
XLY  ,400,71.23,12/2/2014,98747097.4,71.2,71.27,5166875,buy,PHB
XME  ,500,32.38,12/2/2014,11764066.54,32.315,32.48,1855731,buy,PHB
XNET ,700,8.6475,12/2/2014,99,8.56,8.71,154074,buy,PHB
XNGSY,21,152.26,12/2/2014,44851009.87,99,99,254251,buy,PHB
XNPT ,171070,8.712131,12/2/2014,61367129.09,8.665,8.8616,1022117,buy,PHB
XOM  ,1398592,93.891446,12/2/2014,4165073071,91.4,94.66,20869100,buy,PHB
XOMA ,236577,5.278227,12/2/2014,113184546.2,5.015,5.55,4358488,buy,PHB
XON  ,1850132,24.871365,12/2/2014,102940438.6,24.4101,26.24,1185320,buy,PHB
XONE ,877,21.468952,12/2/2014,14069172.74,21,21.57,267871,buy,PHB
XOOM ,54702,13.982683,12/2/2014,41333626.48,13.88,16.89,647974,buy,PHB
XOP  ,153200,50.032252,12/2/2014,19831203.98,49.57,51.485,11083190,buy,PHB
XOXO ,532,14.5314,12/2/2014,26621410.88,14.39,14.39,53784,buy,PHB
XPO  ,9800,37.87401,12/2/2014,65045520.9,37.55,38.14,636409,buy,PHB
XRA  ,45200,0.632717,12/2/2014,90816848.73,0.623,0.6541,365021,buy,PHB
XRAY ,74897,55.109066,12/2/2014,140590265,54.86,55.53,616156,buy,PHB
XRM  ,1133,13.927692,12/2/2014,15659301.94,13.88,14.09,55792,buy,PHB
XRS  ,612441,30.089772,12/2/2014,99,30,30.11,833500,buy,PHB
XRT  ,16303,92.632818,12/2/2014,11203532.78,92.23,92.93,2851330,buy,PHB
XRX  ,293356,13.837683,12/2/2014,1141000363,13.78,13.91,5048956,buy,PHB
XXIA ,2520,10.355714,12/2/2014,78126272.56,10.27,10.4,188543,buy,PHB
XXII ,11371,1.850979,12/2/2014,63947682.27,1.8401,1.89,224563,buy,PHB
XYIGY,2258,10.584,12/2/2014,199227683.8,99,99,869437,buy,PHB
XYL  ,151312,38.197842,12/2/2014,183031822.3,37.98,38.55,964261,buy,PHB
Y    ,1420,459.259959,12/2/2014,15960093.54,456.8,466.07,58930,buy,PHB
YAHOY,5580,7.455625,12/2/2014,2821526815,99,99,4348590,buy,PHB
YARIY,864,43.82948,12/2/2014,274443984.2,99,99,1573596,buy,PHB
YDKN ,302218,18.928214,12/2/2014,31051099.15,18.89,18.94,138221,buy,PHB
YDLE ,10674,11.788525,12/2/2014,28766007.6,11.62,11.62,102676,buy,PHB
YELP ,49886,55.092837,12/2/2014,62572437.32,54.34,55.5,1708539,buy,PHB
YHOO ,308569,50.598112,12/2/2014,938144951.2,49.94,51.1,16296180,buy,PHB
YNDX ,2157466,23.969484,12/2/2014,256966139.3,23.69,24.6,3156555,buy,PHB
YOD  ,100,2.32,12/2/2014,23837306.03,2.32,2.32,166564,buy,PHB
YOKU ,132663,17.53881,12/2/2014,99,17.35,17.68,1625201,buy,PHB
YORW ,9800,20.581973,12/2/2014,12546398.58,20.48,20.6299,17618,buy,PHB
YPF  ,1040278,31.996612,12/2/2014,570404687.3,30.95,32.67,3252061,buy,PHB
YRCW ,59097,23.191696,12/2/2014,30945376.28,22.81,23.77,774634,buy,PHB
YUM  ,160564,77.70527,12/2/2014,435664716,77.18,78.53,3627246,buy,PHB
YY   ,12355,72.503305,12/2/2014,99,71.615,73.38,987814,buy,PHB
YZC  ,400,8.51,12/2/2014,195845092.5,8.51,8.51,1938246,buy,PHB
Z    ,252966,113.53277,12/2/2014,34262186.13,111.23,115.19,960984,buy,PHB
ZAGG ,51233,5.708802,12/2/2014,30290302.09,5.55,5.75,276809,buy,PHB
ZAYO ,93000,26.534723,12/2/2014,227967961.9,26.07,26.77,560477,buy,PHB
ZB.PR,10382,24.081,12/2/2014,5052985.501,24.04,24.04,19545,buy,PHB
ZBRA ,4192,74.319406,12/2/2014,49955973,73.25,75.59,582139,buy,PHB
ZEN  ,22828,23.260762,12/2/2014,71022840.25,22.52,23.66,502893,buy,PHB
ZEP  ,11700,13.6869,12/2/2014,22957285.43,13.65,13.65,62268,buy,PHB
ZEUS ,2821,16.246857,12/2/2014,10709055.55,16.01,16.71,50310,buy,PHB
ZFGN ,23256,21.866474,12/2/2014,22362012.9,19.21,22,81344,buy,PHB
ZGNX ,3100,1.15,12/2/2014,153050529.8,1.14,1.17,1166899,buy,PHB
ZHNE ,200,2.095,12/2/2014,32420623.33,2.1,2.1,80756,buy,PHB
ZINC ,18600,15.1844,12/2/2014,52173992.98,15.2,15.2,348860,buy,PHB
ZION ,29665,27.544852,12/2/2014,200834208.6,27.31,27.7,1770926,buy,PHB
ZIOP ,10280,4.07825,12/2/2014,102254623.6,4.04,4.13,553137,buy,PHB
ZIXI ,16405,3.112875,12/2/2014,56401842.77,3.09,3.13,320654,buy,PHB
ZLIOY,1263,5.7205,12/2/2014,145050842.1,99,99,1438269,buy,PHB
ZLTQ ,53777,26.153069,12/2/2014,37491597.63,25.79,26.605,578936,buy,PHB
ZMH  ,46059,113.667535,12/2/2014,166183873.2,111.63,114.935,1504922,buy,PHB
ZNGA ,191943,2.468571,12/2/2014,780345897.2,2.455,2.5,8194242,buy,PHB
ZNH  ,2100,23.2855,12/2/2014,55716457.82,23.25,23.3399,857091,buy,PHB
ZOES ,74526,31.700294,12/2/2014,18969808.5,31.46,32,474778,buy,PHB
ZPIN ,41400,15.4207,12/2/2014,99,14.49,14.49,124322,buy,PHB
ZQK  ,30730,1.831071,12/2/2014,179546235.1,1.8,1.93,1988518,buy,PHB
